Tiempo,Carga,Extension_de_traccion,Esfuerzo_de_traccion,Deformacion_dos,Deformacion_media,Desplazamiento_Deformacion_uno,Desplazamiento_Deformacion_dos
31.8,980.88877,2.64969,24.52222,0,0,0.45335,0
31.9,983.6386,2.65812,24.59097,0,0,0.45497,0
32,986.27796,2.66656,24.65695,0,0,0.45621,0
32.1,989.32637,2.67547,24.73316,0,0,0.45762,0
32.2,991.46413,2.68312,24.7866,0,0,0.45887,0
32.3,994.51561,2.69187,24.86289,0,0,0.46039,0
32.4,997.42692,2.69984,24.93567,0,0,0.46174,0
32.5,1000.26997,2.70797,25.00675,0,0,0.46351,0
32.6,1002.8827,2.71672,25.07207,0,0,0.46455,0
32.7,1005.63951,2.72469,25.14099,0,0,0.46592,0
32.8,1008.61657,2.73406,25.21541,0,0,0.46744,0
32.9,1011.44249,2.74156,25.28606,0,0,0.46869,0
33,1014.19855,2.75031,25.35496,0,0,0.4704,0
33.1,1017.12542,2.75812,25.42813,0,0,0.4717,0
33.2,1019.9286,2.76656,25.49821,0,0,0.4732,0
33.3,1022.4903,2.77484,25.56226,0,0,0.47442,0
33.4,1025.41801,2.78328,25.63545,0,0,0.47609,0
33.5,1027.97505,2.79172,25.69938,0,0,0.47744,0
33.6,1030.7868,2.79937,25.76967,0,0,0.47881,0
33.7,1033.72391,2.80891,25.8431,0,0,0.48014,0
33.8,1036.34289,2.81625,25.90857,0,0,0.48128,0
33.9,1039.44456,2.82531,25.98611,0,0,0.4831,0
34,1041.6395,2.83312,26.04099,0,0,0.48444,0
34.1,1044.55622,2.84187,26.1139,0,0,0.48577,0
34.2,1047.22381,2.85,26.1806,0,0,0.48683,0
34.3,1049.89763,2.85781,26.24744,0,0,0.48843,0
34.4,1052.69523,2.86687,26.31738,0,0,0.48992,0
34.5,1055.45521,2.87469,26.38638,0,0,0.49148,0
34.6,1058.13527,2.88391,26.45338,0,0,0.49278,0
34.7,1060759,2.89156,26.51897,0,0,0.49418,0
34.8,1063.86067,2.90047,26.59652,0,0,0.49584,0
34.9,1066.21003,2.90828,26.65525,0,0,0.49681,0
35,1069.12749,2.91641,26.72819,0,0,0.49855,0
35.1,1071.65091,2.92484,26.79127,0,0,0.49966,0
35.2,1074.57936,2.93312,26.86448,0,0,0.50121,0
35.3,1077.22105,2.94219,26.93053,0,0,0.50273,0
35.4,1079.57982,2.94953,26.9895,0,0,0.50397,0
35.5,1082.71046,2.95891,27.06776,0,0,0.5053,0
35.6,1085.37413,2.96656,27.13435,0,0,0.50671,0
35.7,1088.36843,2.97484,27.20921,0,0,0.50862,0
35.8,1090.70921,2.98328,27.26773,0,0,0.50976,0
35.9,1093.41824,2.99141,27.33546,0,0,0.51129,0
36,1096.19554,3.00047,27.40489,0,0,0.51252,0
36.1,1098.58802,3.00766,27.4647,0,0,0.51376,0
36.2,1101.42482,3.01703,27.53562,0,0,0.51512,0
36.3,1103.9176,3.02484,27.59794,0,0,0.51673,0
36.4,1107.04349,3.03344,27.67609,0,0,0.51796,0
36.5,1109.09743,3.04156,27.72744,0,0,0.51936,0
36.6,1112.03063,3.05031,27.80077,0,0,0.5209,0
36.7,1114.59708,3.05859,27.86493,0,0,0.52247,0
36.8,1117.17926,3.06609,27.92948,0,0,0.52356,0
36.9,1120.25971,3.07531,28.00649,0,0,0.52513,0
37,1122.67807,3.08297,28.06695,0,0,0.52647,0
37.1,1125.4671,3.09219,28.13668,0,0,0.52796,0
37.2,1127.8674,3.09984,28.19669,0,0,0.52908,0
37.3,1130.64619,3.10844,28.26616,0,0,0.53077,0
37.4,1133.09119,3.11687,28.32728,0,0,0.53227,0
37.5,1135.89661,3.12453,28.39742,0,0,0.53379,0
37.6,1138.3119,3.13328,28.4578,0,0,0.53504,0
37.7,1141.07346,3.14141,28.52684,0,0,0.53651,0
37.8,1143.8624,3.15031,28.59656,0,0,0.53802,0
37.9,1146.25571,3.15797,28.65639,0,0,0.53918,0
38,1149.19906,3.16687,28.72998,0,0,0.54077,0
38.1,1151.38311,3.17484,28.78458,0,0,0.54208,0
38.2,1154.34062,3.18328,28.85851,0,0,0.5435,0
38.3,1156.51125,3.19141,28.91278,0,0,0.54455,0
38.4,1159.29171,3.2,28.98229,0,0,0.54603,0
38.5,1161.91143,3.20891,29.04779,0,0,0.54774,0
38.6,1164.33604,3.21625,29.1084,0,0,0.54919,0
38.7,1166.74649,3.22531,29.16866,0,0,0.55018,0
38.8,1169.47126,3.23344,29.23678,0,0,0.55172,0
38.9,1172.18578,3.24187,29.30464,0,0,0.55317,0
39,1174.6143,3.25,29.36536,0,0,0.5549,0
39.1,1177.52403,3.25828,29.4381,0,0,0.55607,0
39.2,1179.84209,3.26672,29.49605,0,0,0.55756,0
39.3,1182.4728,3.27453,29.56182,0,0,0.55898,0
39.4,1184.69596,3.28312,29.6174,0,0,0.56048,0
39.5,1187.58995,3.29141,29.68975,0,0,0.56186,0
39.6,1190.15565,3.30047,29.75389,0,0,0.56342,0
39.7,1192.6312,3.30812,29.81578,0,0,0.56458,0
39.8,1195.29795,3.31687,29.88245,0,0,0.5662,0
39.9,1197.62691,3.32484,29.94067,0,0,0.56744,0
40,1200.29449,3.33297,30.00736,0,0,0.56886,0
40.1,1202.82797,3.34172,30.0707,0,0,0.57023,0
40.2,1205.11549,3.34984,30.12789,0,0,0.57145,0
40.3,1207.94447,3.35906,30.19861,0,0,0.57292,0
40.4,1209.95995,3.36656,30249,0,0,0.57423,0
40.5,1212.74823,3.37531,30.31871,0,0,0.57581,0
40.6,1214.93852,3.38328,30.37346,0,0,0.57732,0
40.7,1217.80746,3.39156,30.44519,0,0,0.57865,0
40.8,1220.23597,3.39984,30.5059,0,0,0.5801,0
40.9,1222.91213,3.40828,30.5728,0,0,0.58168,0
41,1224.97855,3.41672,30.62446,0,0,0.58286,0
41.1,1227.5435,3.42453,30.68859,0,0,0.5844,0
41.2,1230.30031,3.43375,30.75751,0,0,0.58597,0
41.3,1232.7767,3.44125,30.81942,0,0,0.58698,0
41.4,1235.45835,3.45031,30.88646,0,0,0.58868,0
41.5,1237.71364,3.45812,30.94284,0,0,0.59014,0
41.6,1240.4196,3.46687,31.01049,0,0,0.59162,0
41.7,1242.93352,3475,31.07334,0,0,0.59289,0
41.8,1245.1889,3.48281,31.12972,0,0,0.59435,0
41.9,1247.67376,3.49187,31.19184,0,0,0.59575,0
42,1250.0044,3.49969,31.25011,0,0,0.59702,0
42.1,1252.62337,3.50875,31.31558,0,0,0.59865,0
42.2,1254.90138,3.51656,31.37253,0,0,0.59965,0
42.3,1257.64105,3.52531,31.44103,0,0,0.60149,0
42.4,1259.8658,3.53328,31.49664,0,0,0.60286,0
42.5,1262.59057,3.54125,31.56476,0,0,0.60432,0
42.6,1264.63668,3.54984,31.61592,0,0,0.60552,0
42.7,1267.26031,3.55812,31.68151,0,0,0.60696,0
42.8,1269.93256,3.56719,31.74831,0,0,0.60829,0
42.9,1271.93863,3.57453,31.79847,0,0,0.60948,0
43,1274.59057,3.58391,31.86476,0,0,0.61141,0
43.1,1276.84036,3.59141,31.92101,0,0,0.61265,0
43.2,1279.50013,3.59969,31.9875,0,0,0.61448,0
43.3,1281.69348,3.60828,32.04234,0,0,0.61533,0
43.4,1284.59455,3.61641,32.11486,0,0,0.61739,0
43.5,1286.73082,3.62547,32.16827,0,0,0.61868,0
43.6,1288.6703,3.63266,32.21676,0,0,0.61988,0
43.7,1291.49379,3.64203,32.28735,0,0,0.62114,0
43.8,1293.53832,3.64984,32.33846,0,0,0.62265,0
43.9,1296.03269,3.65844,32.40082,0,0,0.62413,0
44,1298.29273,3.66672,32.45732,0,0,0.62543,0
44.1,1301.11696,3.67531,32.52792,0,0,0.6269,0
44.2,1302.71176,3.68359,32.56779,0,0,0.62835,0
44.3,1305.08384,3.69109,32.62709,0,0,0.62958,0
44.4,1307.81643,3.70031,32.69541,0,0,0.63113,0
44.5,1310.03102,3.70797,32.75077,0,0,0.63263,0
44.6,1312.61386,3.71719,32.81535,0,0,0.63406,0
44.7,1314.27441,3.72469,32.85686,0,0,0.63539,0
44.8,1317.37376,3.73359,32.93435,0,0,0.63712,0
44.9,1319.41671,3.74187,32.98542,0,0,0.63831,0
45,1321.72219,3.74937,33.04306,0,0,0.64011,0
45.1,1323.73543,3.75828,33.09339,0,0,0.64134,0
45.2,1326.27599,3.76641,33.1569,0,0,0.64268,0
45.3,1328.6599,3.77531,33.2165,0,0,0.64421,0
45.4,1330.96222,3.78312,33.27406,0,0,0.6455,0
45.5,1333.22775,3.79187,33.33069,0,0,0.64708,0
